"","Latitude","Longitude","PontosAmostrais","Calcio","Magnesio","Al","Potassio","Fosforo","Enxofre","MO","CTC","SaturacaoPorBases","CalcioSaturacaoDeBases","MagnesioSaturacaoDebases","PotassioSaturacaoDeBases","pH","Latitude","Longitude","Rendimento.seco","Produtividade"
"13205",-1.00046765324483,-1.0001374081012,113,4.47,1.33,0.38,141,10.1,0,3.94,13.83,44.54,32.3,9.6,2.6,4.89,-1.00048704112656,-1.00014310072037,7.5,0
"13206",-1.00046765324483,-1.0001374081012,113,4.47,1.33,0.38,141,10.1,0,3.94,13.83,44.54,32.3,9.6,2.6,4.89,-1.00048855006742,-1.0001433986646,30.6,1
"13207",-1.00046765324483,-1.0001374081012,113,4.47,1.33,0.38,141,10.1,0,3.94,13.83,44.54,32.3,9.6,2.6,4.89,-1.00049010657998,-1.00014371044403,36.2,1
"13208",-1.00046765324483,-1.0001374081012,113,4.47,1.33,0.38,141,10.1,0,3.94,13.83,44.54,32.3,9.6,2.6,4.89,-1.00049085437368,-1.00014386477485,36.4,1
"13209",-1.00046765324483,-1.0001374081012,113,4.47,1.33,0.38,141,10.1,0,3.94,13.83,44.54,32.3,9.6,2.6,4.89,-1.0004919514438,-1.00014390335756,18.1,1
"13210",-1.00046765324483,-1.0001374081012,113,4.47,1.33,0.38,141,10.1,0,3.94,13.83,44.54,32.3,9.6,2.6,4.89,-1.00047503261128,-1.00015581294229,15.6,1
"13211",-1.00046765324483,-1.0001374081012,113,4.47,1.33,0.38,141,10.1,0,3.94,13.83,44.54,32.3,9.6,2.6,4.89,-1.00047545115875,-1.0001559776008,15.5,1
"13212",-1.00046765324483,-1.0001374081012,113,4.47,1.33,0.38,141,10.1,0,3.94,13.83,44.54,32.3,9.6,2.6,4.89,-1.00047808429395,-1.00016077919898,0.4,0
"13213",-1.00046765324483,-1.0001374081012,113,4.47,1.33,0.38,141,10.1,0,3.94,13.83,44.54,32.3,9.6,2.6,4.89,-1.00047746043704,-1.00016064260061,1,0
"13214",-1.00046765324483,-1.0001374081012,113,4.47,1.33,0.38,141,10.1,0,3.94,13.83,44.54,32.3,9.6,2.6,4.89,-1.0004770285361,-1.00016043935939,1.8,0
"13215",-1.00046765324483,-1.0001374081012,113,4.47,1.33,0.38,141,10.1,0,3.94,13.83,44.54,32.3,9.6,2.6,4.89,-1.00047660998862,-1.00016024293835,2.4,0
"13216",-1.00046765324483,-1.0001374081012,113,4.47,1.33,0.38,141,10.1,0,3.94,13.83,44.54,32.3,9.6,2.6,4.89,-1.00047606833894,-1.00016009581743,3.4,0
"13217",-1.00046765324483,-1.0001374081012,113,4.47,1.33,0.38,141,10.1,0,3.94,13.83,44.54,32.3,9.6,2.6,4.89,-1.00047518367228,-1.00016002215954,4.5,0
"13218",-1.00046765324483,-1.0001374081012,113,4.47,1.33,0.38,141,10.1,0,3.94,13.83,44.54,32.3,9.6,2.6,4.89,-1.00047473758329,-1.00015994518899,5.1,0
"13219",-1.00046765324483,-1.0001374081012,113,4.47,1.33,0.38,141,10.1,0,3.94,13.83,44.54,32.3,9.6,2.6,4.89,-1.00047412749713,-1.0001597978732,5.8,0
"13220",-1.00046765324483,-1.0001374081012,113,4.47,1.33,0.38,141,10.1,0,3.94,13.83,44.54,32.3,9.6,2.6,4.89,-1.0004735716594,-1.00015969284251,5.5,0
"13221",-1.00046765324483,-1.0001374081012,113,4.47,1.33,0.38,141,10.1,0,3.94,13.83,44.54,32.3,9.6,2.6,4.89,-1.00047316020595,-1.00015962619965,6.4,0
"13222",-1.00046765324483,-1.0001374081012,113,4.47,1.33,0.38,141,10.1,0,3.94,13.83,44.54,32.3,9.6,2.6,4.89,-1.00047253634904,-1.00015954903424,6.4,0
"13223",-1.00046765324483,-1.0001374081012,113,4.47,1.33,0.38,141,10.1,0,3.94,13.83,44.54,32.3,9.6,2.6,4.89,-1.00047183696162,-1.00015946154114,7.3,0
"13224",-1.00046765324483,-1.0001374081012,113,4.47,1.33,0.38,141,10.1,0,3.94,13.83,44.54,32.3,9.6,2.6,4.89,-1.00047145263238,-1.00015937034565,7.4,0
"13225",-1.00046765324483,-1.0001374081012,113,4.47,1.33,0.38,141,10.1,0,3.94,13.83,44.54,32.3,9.6,2.6,4.89,-1.00046501292679,-1.00015568667162,15.3,1
"13226",-1.00046765324483,-1.0001374081012,113,4.47,1.33,0.38,141,10.1,0,3.94,13.83,44.54,32.3,9.6,2.6,4.89,-1.0004653626205,-1.00015581294229,16.5,1
"13227",-1.00046765324483,-1.0001374081012,113,4.47,1.33,0.38,141,10.1,0,3.94,13.83,44.54,32.3,9.6,2.6,4.89,-1.00046582206295,-1.00015594252562,15.2,1
"13228",-1.00046765324483,-1.0001374081012,113,4.47,1.33,0.38,141,10.1,0,3.94,13.83,44.54,32.3,9.6,2.6,4.89,-1.00047158282861,-1.00015699750928,7.9,0
"13229",-1.00046765324483,-1.0001374081012,113,4.47,1.33,0.38,141,10.1,0,3.94,13.83,44.54,32.3,9.6,2.6,4.89,-1.00047221377954,-1.00015708870477,7.7,0
"13230",-1.00046765324483,-1.0001374081012,113,4.47,1.33,0.38,141,10.1,0,3.94,13.83,44.54,32.3,9.6,2.6,4.89,-1.00048193175931,-1.00016019753547,2.4,0
"13231",-1.00046765324483,-1.0001374081012,113,4.47,1.33,0.38,141,10.1,0,3.94,13.83,44.54,32.3,9.6,2.6,4.89,-1.0004811568414,-1.0001600151445,3.2,0
"13232",-1.00046765324483,-1.0001374081012,113,4.47,1.33,0.38,141,10.1,0,3.94,13.83,44.54,32.3,9.6,2.6,4.89,-1.00048052589046,-1.00015989608373,4,0
"13233",-1.00046765324483,-1.0001374081012,113,4.47,1.33,0.38,141,10.1,0,3.94,13.83,44.54,32.3,9.6,2.6,4.89,-1.0004798402738,-1.00015978384313,4.8,0
"13234",-1.00046765324483,-1.0001374081012,113,4.47,1.33,0.38,141,10.1,0,3.94,13.83,44.54,32.3,9.6,2.6,4.89,-1.00047914046909,-1.00015968582747,6,0
"13235",-1.00046765324483,-1.0001374081012,113,4.47,1.33,0.38,141,10.1,0,3.94,13.83,44.54,32.3,9.6,2.6,4.89,-1.00047830379143,-1.0001595595568,6.7,0
"13236",-1.00046765324483,-1.0001374081012,113,4.47,1.33,0.38,141,10.1,0,3.94,13.83,44.54,32.3,9.6,2.6,4.89,-1.00047468291757,-1.00015901277361,7.9,0
"13237",-1.00046765324483,-1.0001374081012,113,4.47,1.33,0.38,141,10.1,0,3.94,13.83,44.54,32.3,9.6,2.6,4.89,-1.00046453303686,-1.00015741100676,7.8,0
"13238",-1.00046765324483,-1.0001374081012,113,4.47,1.33,0.38,141,10.1,0,3.94,13.83,44.54,32.3,9.6,2.6,4.89,-1.00046229716707,-1.00015697295665,27.8,1
"13239",-1.00046765324483,-1.0001374081012,113,4.47,1.33,0.38,141,10.1,0,3.94,13.83,44.54,32.3,9.6,2.6,4.89,-1.00046160445639,-1.00015681531318,18,1
"13240",-1.00046765324483,-1.0001374081012,113,4.47,1.33,0.38,141,10.1,0,3.94,13.83,44.54,32.3,9.6,2.6,4.89,-1.00045480128633,-1.00015552902814,19.2,1
"13241",-1.00046765324483,-1.0001374081012,113,4.47,1.33,0.38,141,10.1,0,3.94,13.83,44.54,32.3,9.6,2.6,4.89,-1.0004539712854,-1.00015545186273,21.2,1
"13242",-1.00046765324483,-1.0001374081012,113,4.47,1.33,0.38,141,10.1,0,3.94,13.83,44.54,32.3,9.6,2.6,4.89,-1.00048658168411,-1.0001185104814,16,1
"13243",-1.00046765324483,-1.0001374081012,113,4.47,1.33,0.38,141,10.1,0,3.94,13.83,44.54,32.3,9.6,2.6,4.89,-1.00048518958601,-1.00011834582288,16.1,1
"13244",-1.00046765324483,-1.0001374081012,113,4.47,1.33,0.38,141,10.1,0,3.94,13.83,44.54,32.3,9.6,2.6,4.89,-1.00048467506054,-1.00011821604469,17.7,1
"13245",-1.00046765324483,-1.0001374081012,113,4.47,1.33,0.38,141,10.1,0,3.94,13.83,44.54,32.3,9.6,2.6,4.89,-1.00048437335583,-1.00011810399896,16.3,1
"13246",-1.00046765324483,-1.0001374081012,113,4.47,1.33,0.38,141,10.1,0,3.94,13.83,44.54,32.3,9.6,2.6,4.89,-1.00048400989137,-1.00011798825084,15.9,1
"13247",-1.00046765324483,-1.0001374081012,113,4.47,1.33,0.38,141,10.1,0,3.94,13.83,44.54,32.3,9.6,2.6,4.89,-1.00048345447093,-1.00011791810047,16.1,1
"13248",-1.00046765324483,-1.0001374081012,113,4.47,1.33,0.38,141,10.1,0,3.94,13.83,44.54,32.3,9.6,2.6,4.89,-1.00048318698446,-1.00011789004032,15.5,1
"13249",-1.00046765324483,-1.0001374081012,113,4.47,1.33,0.38,141,10.1,0,3.94,13.83,44.54,32.3,9.6,2.6,4.89,-1.00048275466622,-1.00011785847265,18.2,1
"13250",-1.00046765324483,-1.0001374081012,113,4.47,1.33,0.38,141,10.1,0,3.94,13.83,44.54,32.3,9.6,2.6,4.89,-1.00048220633981,-1.00011782359233,20.1,1
"13251",-1.00046765324483,-1.0001374081012,113,4.47,1.33,0.38,141,10.1,0,3.94,13.83,44.54,32.3,9.6,2.6,4.89,-1.00048183578133,-1.00011778500962,21,1
"13252",-1.00046765324483,-1.0001374081012,113,4.47,1.33,0.38,141,10.1,0,3.94,13.83,44.54,32.3,9.6,2.6,4.89,-1.00048122527788,-1.00011766575399,20.4,1
"13253",-1.00046765324483,-1.0001374081012,113,4.47,1.33,0.38,141,10.1,0,3.94,13.83,44.54,32.3,9.6,2.6,4.89,-1.00048069739895,-1.00011751161803,19.7,1
"13254",-1.00046765324483,-1.0001374081012,113,4.47,1.33,0.38,141,10.1,0,3.94,13.83,44.54,32.3,9.6,2.6,4.89,-1.00048037524675,-1.00011739586992,17,1
"13255",-1.00046765324483,-1.0001374081012,113,4.47,1.33,0.38,141,10.1,0,3.94,13.83,44.54,32.3,9.6,2.6,4.89,-1.00047795409772,-1.00011689468447,17.3,1
"13256",-1.00046765324483,-1.0001374081012,113,4.47,1.33,0.38,141,10.1,0,3.94,13.83,44.54,32.3,9.6,2.6,4.89,-1.00046886039216,-1.0001135545524,7,0
"13257",-1.00046765324483,-1.0001374081012,113,4.47,1.33,0.38,141,10.1,0,3.94,13.83,44.54,32.3,9.6,2.6,4.89,-1.00046999209781,-1.00011356156744,7.9,0
"1410",-1.00041737275481,-1.00015426274539,114,4.09,1.27,0.13,162,9.2,0,4.39,14.11,40.89,29,9,2.9,4.8,-1.00040683524439,-1.00013640642616,24.3,1
"1411",-1.00041737275481,-1.00015426274539,114,4.09,1.27,0.13,162,9.2,0,4.39,14.11,40.89,29,9,2.9,4.8,-1.0004071853554,-1.00013652899445,26.6,1
"1412",-1.00041737275481,-1.00015426274539,114,4.09,1.27,0.13,162,9.2,0,4.39,14.11,40.89,29,9,2.9,4.8,-1.00043945983115,-1.0001422068877,21.4,1
"1413",-1.00041737275481,-1.00015426274539,114,4.09,1.27,0.13,162,9.2,0,4.39,14.11,40.89,29,9,2.9,4.8,-1.00042424147817,-1.00013812023875,15.8,1
"1414",-1.00041737275481,-1.00015426274539,114,4.09,1.27,0.13,162,9.2,0,4.39,14.11,40.89,29,9,2.9,4.8,-1.00042388469044,-1.00013800117798,15.7,1
"1415",-1.00041737275481,-1.00015426274539,114,4.09,1.27,0.13,162,9.2,0,4.39,14.11,40.89,29,9,2.9,4.8,-1.00042244460335,-1.00013775233901,21.2,1
"1416",-1.00041737275481,-1.00015426274539,114,4.09,1.27,0.13,162,9.2,0,4.39,14.11,40.89,29,9,2.9,4.8,-1.00042222510586,-1.00013769972623,23.3,1
"1417",-1.00041737275481,-1.00015426274539,114,4.09,1.27,0.13,162,9.2,0,4.39,14.11,40.89,29,9,2.9,4.8,-1.0004219096304,-1.00013760151571,20.3,1
"1418",-1.00041737275481,-1.00015426274539,114,4.09,1.27,0.13,162,9.2,0,4.39,14.11,40.89,29,9,2.9,4.8,-1.00041878909395,-1.00013712839042,15.8,1
"1419",-1.00041737275481,-1.00015426274539,114,4.09,1.27,0.13,162,9.2,0,4.39,14.11,40.89,29,9,2.9,4.8,-1.00041699221913,-1.00013660265234,26.7,1
"1420",-1.00041737275481,-1.00015426274539,114,4.09,1.27,0.13,162,9.2,0,4.39,14.11,40.89,29,9,2.9,4.8,-1.00040060835955,-1.0001340160522,15.2,1
"1421",-1.00041737275481,-1.00015426274539,114,4.09,1.27,0.13,162,9.2,0,4.39,14.11,40.89,29,9,2.9,4.8,-1.00043334227776,-1.00013816232897,17.6,1
"1422",-1.00041737275481,-1.00015426274539,114,4.09,1.27,0.13,162,9.2,0,4.39,14.11,40.89,29,9,2.9,4.8,-1.00041690333517,-1.00013544595064,15.1,1
"1423",-1.00041737275481,-1.00015426274539,114,4.09,1.27,0.13,162,9.2,0,4.39,14.11,40.89,29,9,2.9,4.8,-1.00041610755247,-1.00013533039738,15.1,1
"1424",-1.00041737275481,-1.00015426274539,114,4.09,1.27,0.13,162,9.2,0,4.39,14.11,40.89,29,9,2.9,4.8,-1.00040647177993,-1.00013362340497,16.9,1
"1425",-1.00041737275481,-1.00015426274539,114,4.09,1.27,0.13,162,9.2,0,4.39,14.11,40.89,29,9,2.9,4.8,-1.00040570395604,-1.00013344471638,16.4,1
"1426",-1.00041737275481,-1.00015426274539,114,4.09,1.27,0.13,162,9.2,0,4.39,14.11,40.89,29,9,2.9,4.8,-1.00040528540856,-1.00013343419383,16.6,1
"1427",-1.00041737275481,-1.00015426274539,114,4.09,1.27,0.13,162,9.2,0,4.39,14.11,40.89,29,9,2.9,4.8,-1.00040477797712,-1.00013333968568,18.4,1
"1428",-1.00041737275481,-1.00015426274539,114,4.09,1.27,0.13,162,9.2,0,4.39,14.11,40.89,29,9,2.9,4.8,-1.00040430476392,-1.0001332484902,15.5,1
"1429",-1.00041737275481,-1.00015426274539,114,4.09,1.27,0.13,162,9.2,0,4.39,14.11,40.89,29,9,2.9,4.8,-1.00040396174694,-1.00013320990749,16.2,1
"1430",-1.00041737275481,-1.00015426274539,114,4.09,1.27,0.13,162,9.2,0,4.39,14.11,40.89,29,9,2.9,4.8,-1.00039896922247,-1.0001390105639,22.2,1
"1431",-1.00041737275481,-1.00015426274539,114,4.09,1.27,0.13,162,9.2,0,4.39,14.11,40.89,29,9,2.9,4.8,-1.00039968905736,-1.00013900705638,32,1
"1432",-1.00041737275481,-1.00015426274539,114,4.09,1.27,0.13,162,9.2,0,4.39,14.11,40.89,29,9,2.9,4.8,-1.00039968905736,-1.00013900705638,32.5,1
"1433",-1.00041737275481,-1.00015426274539,114,4.09,1.27,0.13,162,9.2,0,4.39,14.11,40.89,29,9,2.9,4.8,-1.00039975791114,-1.00013900354886,20.1,1
"1434",-1.00041737275481,-1.00015426274539,114,4.09,1.27,0.13,162,9.2,0,4.39,14.11,40.89,29,9,2.9,4.8,-1.00043234076834,-1.00013684096875,16.6,1
"1435",-1.00041737275481,-1.00015426274539,114,4.09,1.27,0.13,162,9.2,0,4.39,14.11,40.89,29,9,2.9,4.8,-1.00043182666016,-1.00013674977326,16.2,1
"1436",-1.00041737275481,-1.00015426274539,114,4.09,1.27,0.13,162,9.2,0,4.39,14.11,40.89,29,9,2.9,4.8,-1.00043144233092,-1.0001366131749,15.6,1
"1437",-1.00041737275481,-1.00015426274539,114,4.09,1.27,0.13,162,9.2,0,4.39,14.11,40.89,29,9,2.9,4.8,-1.00043105841898,-1.00013646585912,16.7,1
"1438",-1.00041737275481,-1.00015426274539,114,4.09,1.27,0.13,162,9.2,0,4.39,14.11,40.89,29,9,2.9,4.8,-1.0004272589426,-1.00013578598508,16.8,1
"1439",-1.00041737275481,-1.00015426274539,114,4.09,1.27,0.13,162,9.2,0,4.39,14.11,40.89,29,9,2.9,4.8,-1.0004272589426,-1.00013578598508,22.6,1
"1440",-1.00041737275481,-1.00015426274539,114,4.09,1.27,0.13,162,9.2,0,4.39,14.11,40.89,29,9,2.9,4.8,-1.00042716964135,-1.00013578598508,16.7,1
"1441",-1.00041737275481,-1.00015426274539,114,4.09,1.27,0.13,162,9.2,0,4.39,14.11,40.89,29,9,2.9,4.8,-1.00042705321588,-1.00013567393935,21.8,1
"1442",-1.00041737275481,-1.00015426274539,114,4.09,1.27,0.13,162,9.2,0,4.39,14.11,40.89,29,9,2.9,4.8,-1.00042357630899,-1.00013516223135,15.6,1
"1443",-1.00041737275481,-1.00015426274539,114,4.09,1.27,0.13,162,9.2,0,4.39,14.11,40.89,29,9,2.9,4.8,-1.00042318530302,-1.0001350780509,16.3,1
"1444",-1.00041737275481,-1.00015426274539,114,4.09,1.27,0.13,162,9.2,0,4.39,14.11,40.89,29,9,2.9,4.8,-1.0004227805263,-1.00013493775015,15.8,1
"1445",-1.00041737275481,-1.00015426274539,114,4.09,1.27,0.13,162,9.2,0,4.39,14.11,40.89,29,9,2.9,4.8,-1.00041862467949,-1.00013436310168,15.4,1
"1446",-1.00041737275481,-1.00015426274539,114,4.09,1.27,0.13,162,9.2,0,4.39,14.11,40.89,29,9,2.9,4.8,-1.0004179799578,-1.00013425787612,16,1
"1447",-1.00041737275481,-1.00015426274539,114,4.09,1.27,0.13,162,9.2,0,4.39,14.11,40.89,29,9,2.9,4.8,-1.00040115668596,-1.00015974526042,0.2,0
"1448",-1.00041737275481,-1.00015426274539,114,4.09,1.27,0.13,162,9.2,0,4.39,14.11,40.89,29,9,2.9,4.8,-1.00040068347276,-1.00015963321469,0.5,0
"1449",-1.00041737275481,-1.00015426274539,114,4.09,1.27,0.13,162,9.2,0,4.39,14.11,40.89,29,9,2.9,4.8,-1.00040006629258,-1.00015954903424,1.1,0
"1450",-1.00041737275481,-1.00015426274539,114,4.09,1.27,0.13,162,9.2,0,4.39,14.11,40.89,29,9,2.9,4.8,-1.00039957263189,-1.00015949291394,1.7,0
"1451",-1.00041737275481,-1.00015426274539,114,4.09,1.27,0.13,162,9.2,0,4.39,14.11,40.89,29,9,2.9,4.8,-1.00039905810643,-1.00015936333062,2.4,0
"1452",-1.00041737275481,-1.00015426274539,114,4.09,1.27,0.13,162,9.2,0,4.39,14.11,40.89,29,9,2.9,4.8,-1.00039868087121,-1.00015928265769,3.1,0
"1453",-1.00041737275481,-1.00015426274539,114,4.09,1.27,0.13,162,9.2,0,4.39,14.11,40.89,29,9,2.9,4.8,-1.00039818053379,-1.00015921250731,4,0
"1454",-1.00041737275481,-1.00015426274539,114,4.09,1.27,0.13,162,9.2,0,4.39,14.11,40.89,29,9,2.9,4.8,-1.00039785128757,-1.00015912150669,4.4,0
"1455",-1.00041737275481,-1.00015426274539,114,4.09,1.27,0.13,162,9.2,0,4.39,14.11,40.89,29,9,2.9,4.8,-1.00039735720959,-1.00015899874354,5.5,0
"1456",-1.00041737275481,-1.00015426274539,114,4.09,1.27,0.13,162,9.2,0,4.39,14.11,40.89,29,9,2.9,4.8,-1.00039691863192,-1.00015892528051,5.9,0
"1457",-1.00041737275481,-1.00015426274539,114,4.09,1.27,0.13,162,9.2,0,4.39,14.11,40.89,29,9,2.9,4.8,-1.00039644541872,-1.00015884110006,6.4,0
"1458",-1.00041737275481,-1.00015426274539,114,4.09,1.27,0.13,162,9.2,0,4.39,14.11,40.89,29,9,2.9,4.8,-1.00039595134074,-1.00015875691961,6.1,0
"1459",-1.00041737275481,-1.00015426274539,114,4.09,1.27,0.13,162,9.2,0,4.39,14.11,40.89,29,9,2.9,4.8,-1.00039558787628,-1.00015861681373,7.1,0
"1460",-1.00041737275481,-1.00015426274539,114,4.09,1.27,0.13,162,9.2,0,4.39,14.11,40.89,29,9,2.9,4.8,-1.00039525195332,-1.00015847300546,7.4,0
"1461",-1.00041737275481,-1.00015426274539,114,4.09,1.27,0.13,162,9.2,0,4.39,14.11,40.89,29,9,2.9,4.8,-1.00039931891617,-1.00015612822924,20.9,1
"1462",-1.00041737275481,-1.00015426274539,114,4.09,1.27,0.13,162,9.2,0,4.39,14.11,40.89,29,9,2.9,4.8,-1.00039963439164,-1.00015617382699,22.8,1
"1463",-1.00041737275481,-1.00015426274539,114,4.09,1.27,0.13,162,9.2,0,4.39,14.11,40.89,29,9,2.9,4.8,-1.0004165878597,-1.00015872535194,7.4,0
"1464",-1.00041737275481,-1.00015426274539,114,4.09,1.27,0.13,162,9.2,0,4.39,14.11,40.89,29,9,2.9,4.8,-1.00041727347636,-1.00015886565269,7.6,0
"1465",-1.00041737275481,-1.00015426274539,114,4.09,1.27,0.13,162,9.2,0,4.39,14.11,40.89,29,9,2.9,4.8,-1.00041804171754,-1.00015902329617,6.6,0
"1466",-1.00041737275481,-1.00015426274539,114,4.09,1.27,0.13,162,9.2,0,4.39,14.11,40.89,29,9,2.9,4.8,-1.00041865889773,-1.00015913202925,6.7,0
"1467",-1.00041737275481,-1.00015426274539,114,4.09,1.27,0.13,162,9.2,0,4.39,14.11,40.89,29,9,2.9,4.8,-1.00041922808892,-1.0001592475825,5.7,0
"1468",-1.00041737275481,-1.00015426274539,114,4.09,1.27,0.13,162,9.2,0,4.39,14.11,40.89,29,9,2.9,4.8,-1.00041983149834,-1.00015931773287,5.2,0
"1469",-1.00041737275481,-1.00015426274539,114,4.09,1.27,0.13,162,9.2,0,4.39,14.11,40.89,29,9,2.9,4.8,-1.00042053797978,-1.0001594159434,4.1,0
"1470",-1.00041737275481,-1.00015426274539,114,4.09,1.27,0.13,162,9.2,0,4.39,14.11,40.89,29,9,2.9,4.8,-1.0004211893782,-1.00015959112447,4,0
"1471",-1.00041737275481,-1.00015426274539,114,4.09,1.27,0.13,162,9.2,0,4.39,14.11,40.89,29,9,2.9,4.8,-1.0004218616414,-1.00015974175291,3.4,0
"1472",-1.00041737275481,-1.00015426274539,114,4.09,1.27,0.13,162,9.2,0,4.39,14.11,40.89,29,9,2.9,4.8,-1.00042247882159,-1.00015982593335,3.1,0
"1473",-1.00041737275481,-1.00015426274539,114,4.09,1.27,0.13,162,9.2,0,4.39,14.11,40.89,29,9,2.9,4.8,-1.00042319197975,-1.00015996272658,2.2,0
"1474",-1.00041737275481,-1.00015426274539,114,4.09,1.27,0.13,162,9.2,0,4.39,14.11,40.89,29,9,2.9,4.8,-1.00042369273447,-1.00016010633998,2.1,0
"1475",-1.00041737275481,-1.00015426274539,114,4.09,1.27,0.13,162,9.2,0,4.39,14.11,40.89,29,9,2.9,4.8,-1.00042435122691,-1.00016021858058,1.3,0
"1476",-1.00041737275481,-1.00015426274539,114,4.09,1.27,0.13,162,9.2,0,4.39,14.11,40.89,29,9,2.9,4.8,-1.00042505061432,-1.00016028152105,0.3,0
"1477",-1.00041737275481,-1.00015426274539,114,4.09,1.27,0.13,162,9.2,0,4.39,14.11,40.89,29,9,2.9,4.8,-1.00041167044843,-1.0001597978732,0.2,0
"1478",-1.00041737275481,-1.00015426274539,114,4.09,1.27,0.13,162,9.2,0,4.39,14.11,40.89,29,9,2.9,4.8,-1.00041103240347,-1.00015964724476,1,0
"1479",-1.00041737275481,-1.00015426274539,114,4.09,1.27,0.13,162,9.2,0,4.39,14.11,40.89,29,9,2.9,4.8,-1.00041042231731,-1.00015952798913,2.2,0
"1480",-1.00041737275481,-1.00015426274539,114,4.09,1.27,0.13,162,9.2,0,4.39,14.11,40.89,29,9,2.9,4.8,-1.00040980513713,-1.00015945101858,3,0
"1481",-1.00041737275481,-1.00015426274539,114,4.09,1.27,0.13,162,9.2,0,4.39,14.11,40.89,29,9,2.9,4.8,-1.00040910533242,-1.00015936333062,3.6,0
"1482",-1.00041737275481,-1.00015426274539,114,4.09,1.27,0.13,162,9.2,0,4.39,14.11,40.89,29,9,2.9,4.8,-1.00040854991199,-1.0001591600894,4.6,0
"1483",-1.00041737275481,-1.00015426274539,114,4.09,1.27,0.13,162,9.2,0,4.39,14.11,40.89,29,9,2.9,4.8,-1.0004079807208,-1.00015898822098,5.2,0
"1484",-1.00041737275481,-1.00015426274539,114,4.09,1.27,0.13,162,9.2,0,4.39,14.11,40.89,29,9,2.9,4.8,-1.00040741152961,-1.00015883759254,5.5,0
"1485",-1.00041737275481,-1.00015426274539,114,4.09,1.27,0.13,162,9.2,0,4.39,14.11,40.89,29,9,2.9,4.8,-1.00040667750666,-1.00015873236698,7,0
"1486",-1.00041737275481,-1.00015426274539,114,4.09,1.27,0.13,162,9.2,0,4.39,14.11,40.89,29,9,2.9,4.8,-1.00040590258874,-1.00015864487388,6.2,0
"1487",-1.00041737275481,-1.00015426274539,114,4.09,1.27,0.13,162,9.2,0,4.39,14.11,40.89,29,9,2.9,4.8,-1.00040514144158,-1.00015852561824,6.5,0
"1488",-1.00041737275481,-1.00015426274539,114,4.09,1.27,0.13,162,9.2,0,4.39,14.11,40.89,29,9,2.9,4.8,-1.00040457892712,-1.00015842760258,6.8,0
"1489",-1.00041737275481,-1.00015426274539,114,4.09,1.27,0.13,162,9.2,0,4.39,14.11,40.89,29,9,2.9,4.8,-1.00040333789003,-1.00015834692965,7.5,0
"1490",-1.00041737275481,-1.00015426274539,114,4.09,1.27,0.13,162,9.2,0,4.39,14.11,40.89,29,9,2.9,4.8,-1.00044139357893,-1.00015928265769,6.9,0
"1491",-1.00041737275481,-1.00015426274539,114,4.09,1.27,0.13,162,9.2,0,4.39,14.11,40.89,29,9,2.9,4.8,-1.00044199031163,-1.00015942295843,6.5,0
"1492",-1.00041737275481,-1.00015426274539,114,4.09,1.27,0.13,162,9.2,0,4.39,14.11,40.89,29,9,2.9,4.8,-1.00044251151382,-1.00015953149665,5.8,0
"1493",-1.00041737275481,-1.00015426274539,114,4.09,1.27,0.13,162,9.2,0,4.39,14.11,40.89,29,9,2.9,4.8,-1.00044292296728,-1.00015957007935,5.3,0
"1494",-1.00041737275481,-1.00015426274539,114,4.09,1.27,0.13,162,9.2,0,4.39,14.11,40.89,29,9,2.9,4.8,-1.00044344416947,-1.00015968582747,4.7,0
"1495",-1.00041737275481,-1.00015426274539,114,4.09,1.27,0.13,162,9.2,0,4.39,14.11,40.89,29,9,2.9,4.8,-1.00043496764409,-1.00016031308872,0.4,0
"1496",-1.00041737275481,-1.00015426274539,114,4.09,1.27,0.13,162,9.2,0,4.39,14.11,40.89,29,9,2.9,4.8,-1.00043434336989,-1.00016019052043,1.5,0
"1497",-1.00041737275481,-1.00015426274539,114,4.09,1.27,0.13,162,9.2,0,4.39,14.11,40.89,29,9,2.9,4.8,-1.00043378127272,-1.00016006074224,2.5,0
"1498",-1.00041737275481,-1.00015426274539,114,4.09,1.27,0.13,162,9.2,0,4.39,14.11,40.89,29,9,2.9,4.8,-1.00043332141298,-1.00015989959125,3.7,0
"1499",-1.00041737275481,-1.00015426274539,114,4.09,1.27,0.13,162,9.2,0,4.39,14.11,40.89,29,9,2.9,4.8,-1.00043279353405,-1.00015971739514,4.3,0
"14100",-1.00041737275481,-1.00015426274539,114,4.09,1.27,0.13,162,9.2,0,4.39,14.11,40.89,29,9,2.9,4.8,-1.00043216925985,-1.00015952448161,5.3,0
"14101",-1.00041737275481,-1.00015426274539,114,4.09,1.27,0.13,162,9.2,0,4.39,14.11,40.89,29,9,2.9,4.8,-1.00043164138092,-1.00015944049603,6.1,0
"14102",-1.00041737275481,-1.00015426274539,114,4.09,1.27,0.13,162,9.2,0,4.39,14.11,40.89,29,9,2.9,4.8,-1.00043094867024,-1.00015940542084,6.4,0
"14103",-1.00041737275481,-1.00015426274539,114,4.09,1.27,0.13,162,9.2,0,4.39,14.11,40.89,29,9,2.9,4.8,-1.00043039992653,-1.00015939489828,6.4,0
"14104",-1.00041737275481,-1.00015426274539,114,4.09,1.27,0.13,162,9.2,0,4.39,14.11,40.89,29,9,2.9,4.8,-1.00042989958912,-1.0001593598231,6.8,0
